2026-02-05T01:06:55.887519,XAUUSD,BUY,1,1899.9581730161153,1890,1920,executed
2026-02-06T21:39:04.313046,XAUUSD,BUY,nan,nan,nan,nan,executed
2026-02-06T21:48:11.661941,XAUUSD,BUY,1,nan,nan,nan,executed
